sno,func,wait,counter
326,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7,327
327,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1110,328
328,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,329
329,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,632,330
330,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,161,331
331,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,332
332,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1677,333
333,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1226,334
334,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,335
335,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,960,336
336,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,337
337,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1190,338
338,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,339
339,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1499,340
340,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7,341
341,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1578,342
342,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,343
343,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2026,344
344,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,345
345,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,617,346
346,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,347
347,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1321,348
348,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,349
349,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1285,350
350,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,351
351,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1998,352
352,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,890,353
353,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,354
354,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,610,355
355,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7,356
356,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1722,357
357,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,358
358,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1512,359
359,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,360
360,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,864,361
361,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,362
362,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2005,363
363,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,364
364,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1248,365
365,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,12,366
366,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1171,367
367,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,368
368,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1553,369
369,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,23366,370
370,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,25893,371
371,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,30841,372
372,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,42987,373
373,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,25239,374
374,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,14296,375
375,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,19324,376
376,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,59996,377
377,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5301,378
378,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,17035,379
379,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,36436,380
380,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,19068,381
381,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,17915,382
382,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,26150,383
383,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,31051,384
384,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,19238,385
385,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7829,386
386,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,43124,387
387,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,16873,388
388,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3434,389
389,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6501,390
390,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,36377,391
391,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3382,392
392,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10186,393
393,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,21147,394
394,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,20799,395
395,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,20155,396
396,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8349,397
397,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,37988,398
398,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11690,399
399,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,34304,400
400,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,41741,401
401,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,43932,402
402,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15,403
403,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,31899,404
404,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,39695,405
405,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,64264,406
406,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,42356,407
407,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,33383,408
408,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,72582,409
409,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15804,410
410,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,16,411
411,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,28807,412
412,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,77481,413
413,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,43848,414
414,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,53395,415
415,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,29952,416
416,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7865,417
417,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,31299,418
418,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,19903,419
419,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5331,420
420,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2116,421
421,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,26421,422
422,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3454,423
423,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9525,424
424,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11676,425
425,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6782,426
426,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9002,427
427,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,13460,428
428,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11137,429
429,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10803,430
430,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15932,431
431,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3821,432
432,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,14738,433
433,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15863,434
434,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,18040,435
435,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,26448,436
436,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4653,437
437,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3816,438
438,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,19057,439
439,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2395,440
440,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11385,441
441,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4024,442
442,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8914,443
443,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,12137,444
444,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9824,445
445,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6098,446
446,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3550,447
447,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8627,448
448,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8409,449
449,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,450
450,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,753,451
451,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5741,452
452,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4183,453
453,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15553,454
454,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4126,455
455,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,456
456,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10992,457
457,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15494,458
458,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8784,459
459,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7414,460
460,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7840,461
461,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4096,462
462,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5801,463
463,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,29201,464
464,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9985,465
465,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8382,466
466,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,16596,467
467,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10107,468
468,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8836,469
469,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6100,470
470,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9396,471
471,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10443,472
472,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2851,473
473,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4381,474
474,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,14551,475
475,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8125,476
476,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10246,477
477,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10215,478
478,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11591,479
479,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,13034,480
480,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,12105,481
481,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9866,482
482,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3205,483
483,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6272,484
484,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11043,485
485,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,12743,486
486,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7858,487
487,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11904,488
488,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10158,489
489,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6872,490
490,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10518,491
491,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10973,492
492,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7509,493
493,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2613,494
494,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6284,495
495,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15173,496
496,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,16992,497
497,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8248,498
498,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4758,499
499,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9655,500
500,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,13446,501
501,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7359,502
502,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9621,503
503,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,20913,504
504,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,13244,505
505,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8594,506
506,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,13325,507
507,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,16199,508
508,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11468,509
509,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,26151,510
510,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,104,511
511,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,25508,512
512,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6638,513
513,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,432,514
514,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,27399,515
515,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,23967,516
516,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,36045,517
517,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,22043,518
518,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,32339,519
519,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,48200,520
520,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,45151,521
521,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,30275,522
522,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2014,523
523,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,99884,524
524,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,80112,525
525,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,60732,526
526,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,59262,527
527,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1246,528
528,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,18014,529
529,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,21,530
530,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,246,531
531,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,128812,532
532,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,151666,533
533,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,119994,534
534,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7527,535
535,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3976,536
536,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2395,537
537,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8723,538
538,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3452,539
539,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2380,540
540,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3160,541
541,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7360,542
542,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10250,543
543,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,113814,544
544,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1210,545
545,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6751,546
546,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4489,547
547,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2597,548
548,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1912,549
549,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,16,550
550,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,387,551
551,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3399,552
552,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,23809,553
553,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,22,554
554,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5421,555
555,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,359,556
556,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4,557
557,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,471,558
558,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,559
559,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,523,560
560,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,561
561,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,343,562
562,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,563
563,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,455,564
564,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11,565
565,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,391,566
566,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,567
567,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,326,568
568,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,569
569,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,21,570
570,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3,571
571,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,945,572
572,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,573
573,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2230,574
574,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,575
575,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,25629,576
576,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,231,577
577,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2375,578
578,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,579
579,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,227,580
580,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,486,581
581,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,582
582,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,693,583
583,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,584
584,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,600,585
585,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,586
586,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,587,587
587,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4,588
588,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,762,589
589,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7,590
590,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1658,591
591,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,592
592,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,483,593
593,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,594
594,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1631,595
595,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4,596
596,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,598,597
597,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,598
598,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,942,599
599,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,411,600
600,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,601
601,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1287,602
602,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,603
603,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,543,604
604,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,605
605,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,479,606
606,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,607
607,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,432,608
608,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,609
609,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,340,610
610,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,611
611,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,371,612
612,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,613
613,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,327,614
614,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,615
615,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,386,616
616,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,617
617,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,296,618
618,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4,619
619,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,278,620
620,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,621
621,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,472,622
622,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,623
623,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1040,624
624,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,625
625,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,839,626
626,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,627
627,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,605,628
628,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10,629
629,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1035,630
630,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,46,631
631,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,632
632,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,931,633
633,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,634
634,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,970,635
635,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4,636
636,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,607,637
637,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,638
638,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1074,639
639,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,726,640
640,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,641
641,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1334,642
642,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,643
643,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,627,644
644,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,737,645
645,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6,646
646,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1440,647
647,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,648
648,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2857,649
649,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6,650
650,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1377,651
651,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4,652
652,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,311,653
653,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1293,654
